abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,generation,height_m,hp,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,75,6400,35,380,45,Darkness PokÃ©mon,75,1059860,3,0.5,50,0,Yamiramiãƒ¤ãƒŸãƒ©ãƒŸ,Sableye,50,302,65,65,50,dark,ghost,11
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,85,5120,70,380,45,Deceiver PokÃ©mon,85,800000,3,0.6,50,0,Kucheatã‚¯ãƒãƒ¼ãƒˆ,Mawile,50,303,55,55,50,steel,fairy,11.5
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,8960,35,330,180,Iron Armor PokÃ©mon,100,1250000,3,0.4,50,0,Cokodoraã‚³ã‚³ãƒ‰ãƒ©,Aron,50,304,40,40,30,steel,rock,60
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,430,90,Iron Armor PokÃ©mon,140,1250000,3,0.9,60,0,Kodoraã‚³ãƒ‰ãƒ©,Lairon,50,305,50,50,40,steel,rock,120
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,110,8960,35,530,45,Iron Armor PokÃ©mon,180,1250000,3,2.1,70,0,Bossgodoraãƒœã‚¹ã‚´ãƒ‰ãƒ©,Aggron,50,306,60,60,50,steel,rock,360
"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,280,180,Meditate PokÃ©mon,55,1000000,3,0.6,30,0,Asananã‚¢ã‚µãƒŠãƒ³,Meditite,50,307,40,55,60,fighting,psychic,11.2
"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,60,5120,70,410,90,Meditate PokÃ©mon,75,1000000,3,1.3,60,0,Charemãƒãƒ£ãƒ¼ãƒ¬ãƒ ,Medicham,50,308,60,75,80,fighting,psychic,31.5
"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,295,120,Lightning PokÃ©mon,40,1250000,3,0.6,40,0,Rakuraiãƒ©ã‚¯ãƒ©ã‚¤,Electrike,50,309,65,40,65,electric,,15.2
"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,475,45,Discharge PokÃ©mon,60,1250000,3,1.5,70,0,Livoltãƒ©ã‚¤ãƒœãƒ«ãƒˆ,Manectric,50,310,105,60,105,electric,,40.2
"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering PokÃ©mon,40,1000000,3,0.4,60,0,Prasleãƒ—ãƒ©ã‚¹ãƒ«,Plusle,50,311,85,75,95,electric,,4.2
"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering PokÃ©mon,50,1000000,3,0.4,60,0,Minunãƒžã‚¤ãƒŠãƒ³,Minun,50,312,75,85,95,electric,,4.2
"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,430,150,Firefly PokÃ©mon,75,600000,3,0.7,65,0,Barubeatãƒãƒ«ãƒ“ãƒ¼ãƒˆ,Volbeat,100,313,47,85,85,bug,,17.7
"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly PokÃ©mon,75,1640000,3,0.6,65,0,Illumiseã‚¤ãƒ«ãƒŸãƒ¼ã‚¼,Illumise,0,314,73,85,85,bug,,17.7
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,400,150,Thorn PokÃ©mon,45,1059860,3,0.3,50,0,Roseliaãƒ­ã‚¼ãƒªã‚¢,Roselia,50,315,100,80,65,grass,poison,2
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,302,225,Stomach PokÃ©mon,53,1640000,3,0.4,70,0,Gokulinã‚´ã‚¯ãƒªãƒ³,Gulpin,50,316,43,53,40,poison,,10.3
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,467,75,Poison Bag PokÃ©mon,83,1640000,3,1.7,100,0,Marunoomãƒžãƒ«ãƒŽãƒ¼ãƒ ,Swalot,50,317,73,83,55,poison,,80
"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,5120,35,305,225,Savage PokÃ©mon,20,1250000,3,0.8,45,0,Kibanhaã‚­ãƒãƒ‹ã‚¢,Carvanha,50,318,65,20,65,water,dark,20.8
"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,5120,35,460,60,Brutal PokÃ©mon,40,1250000,3,1.8,70,0,Samehaderã‚µãƒ¡ãƒãƒ€ãƒ¼,Sharpedo,50,319,95,40,95,water,dark,88.8
"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,10240,70,400,125,Ball Whale PokÃ©mon,35,1640000,3,2,130,0,Hoerukoãƒ›ã‚¨ãƒ«ã‚³,Wailmer,50,320,70,35,60,water,,130
"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,500,60,Float Whale PokÃ©mon,45,1640000,3,14.5,170,0,Whalohãƒ›ã‚¨ãƒ«ã‚ªãƒ¼,Wailord,50,321,90,45,60,water,,398
"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb PokÃ©mon,40,1000000,3,0.7,60,0,Donmelãƒ‰ãƒ³ãƒ¡ãƒ«,Numel,50,322,65,45,35,fire,ground,24
"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,100,5120,70,460,150,Eruption PokÃ©mon,70,1000000,3,1.9,70,0,Bakuudaãƒã‚¯ãƒ¼ãƒ€,Camerupt,50,323,105,75,40,fire,ground,220
"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,470,90,Coal PokÃ©mon,140,1000000,3,0.5,70,0,Cotoiseã‚³ãƒ¼ã‚¿ã‚¹,Torkoal,50,324,85,70,20,fire,,80.4
"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,330,255,Bounce PokÃ©mon,35,800000,3,0.7,60,0,Banebooãƒãƒãƒ–ãƒ¼,Spoink,50,325,70,80,60,psychic,,30.6
"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate PokÃ©mon,65,800000,3,0.9,80,0,Boopigãƒ–ãƒ¼ãƒ”ãƒƒã‚°,Grumpig,50,326,90,110,80,psychic,,71.5
"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,Spot Panda PokÃ©mon,60,800000,3,1.1,60,0,Patcheelãƒ‘ãƒƒãƒãƒ¼ãƒ«,Spinda,50,327,60,60,60,normal,,5
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,290,255,Ant Pit PokÃ©mon,45,1059860,3,0.7,45,0,NuckrarãƒŠãƒƒã‚¯ãƒ©ãƒ¼,Trapinch,50,328,45,45,10,ground,,15
['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,340,120,Vibration PokÃ©mon,50,1059860,3,1.1,50,0,Vibravaãƒ“ãƒ–ãƒ©ãƒ¼ãƒ,Vibrava,50,329,50,50,70,ground,dragon,15.3
['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic PokÃ©mon,80,1059860,3,2,80,0,Flygonãƒ•ãƒ©ã‚¤ã‚´ãƒ³,Flygon,50,330,80,80,100,ground,dragon,82
"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,Cactus PokÃ©mon,40,1059860,3,0.4,50,0,Saboneaã‚µãƒœãƒã‚¢,Cacnea,50,331,85,40,35,grass,,51.3
"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,Scarecrow PokÃ©mon,60,1059860,3,1.3,70,0,NoctusãƒŽã‚¯ã‚¿ã‚¹,Cacturne,50,332,115,60,55,grass,dark,77.4
"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird PokÃ©mon,60,600000,3,0.4,45,0,Tylttoãƒãƒ«ãƒƒãƒˆ,Swablu,50,333,40,75,50,normal,flying,1.2
"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,490,45,Humming PokÃ©mon,90,600000,3,1.1,75,0,Tyltalisãƒãƒ«ã‚¿ãƒªã‚¹,Altaria,50,334,70,105,80,dragon,flying,20.6
"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,Cat Ferret PokÃ©mon,60,600000,3,1.3,73,0,Zangooseã‚¶ãƒ³ã‚°ãƒ¼ã‚¹,Zangoose,50,335,60,60,90,normal,,40.3
"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,Fang Snake PokÃ©mon,60,1640000,3,2.7,73,0,Habunakeãƒãƒ–ãƒãƒ¼ã‚¯,Seviper,50,336,100,60,65,poison,,52.5
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite PokÃ©mon,65,800000,3,1,90,0,Lunatoneãƒ«ãƒŠãƒˆãƒ¼ãƒ³,Lunatone,,337,95,85,70,rock,psychic,168
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite PokÃ©mon,85,800000,3,1.2,90,0,Solrockã‚½ãƒ«ãƒ­ãƒƒã‚¯,Solrock,,338,55,65,70,rock,psychic,154
"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,Whiskers PokÃ©mon,43,1000000,3,0.4,50,0,Dojoachãƒ‰ã‚¸ãƒ§ãƒƒãƒ,Barboach,50,339,46,41,60,water,ground,1.9
"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers PokÃ©mon,73,1000000,3,0.9,110,0,NamazunãƒŠãƒžã‚ºãƒ³,Whiscash,50,340,76,71,60,water,ground,23.6
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,Ruffian PokÃ©mon,65,1640000,3,0.6,43,0,Heiganiãƒ˜ã‚¤ã‚¬ãƒ‹,Corphish,50,341,50,35,35,water,,11.5
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue PokÃ©mon,85,1640000,3,1.1,63,0,Shizarigerã‚·ã‚¶ãƒªã‚¬ãƒ¼,Crawdaunt,50,342,90,55,55,water,dark,32.8
['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll PokÃ©mon,55,1000000,3,0.5,40,0,Yajilonãƒ¤ã‚¸ãƒ­ãƒ³,Baltoy,,343,40,70,55,ground,psychic,21.5
['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll PokÃ©mon,105,1000000,3,1.5,60,0,Nendollãƒãƒ³ãƒ‰ãƒ¼ãƒ«,Claydol,,344,70,120,75,ground,psychic,108
"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily PokÃ©mon,77,600000,3,1,66,0,Lilylaãƒªãƒªãƒ¼ãƒ©,Lileep,88.1,345,61,87,23,rock,grass,23.8
"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle PokÃ©mon,97,600000,3,1.5,86,0,Yuradleãƒ¦ãƒ¬ã‚¤ãƒ‰ãƒ«,Cradily,88.1,346,81,107,43,rock,grass,60.4
"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,Old Shrimp PokÃ©mon,50,600000,3,0.7,45,0,Anopthã‚¢ãƒŽãƒ—ã‚¹,Anorith,88.1,347,40,50,75,rock,bug,12.5
"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate PokÃ©mon,100,600000,3,1.5,75,0,Armaldoã‚¢ãƒ¼ãƒžãƒ«ãƒ‰,Armaldo,88.1,348,70,80,45,rock,bug,68.2
"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish PokÃ©mon,20,600000,3,0.6,20,0,Hinbassãƒ’ãƒ³ãƒã‚¹,Feebas,50,349,10,55,80,water,,7.4
"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender PokÃ©mon,79,600000,3,6.2,95,0,MilokarossãƒŸãƒ­ã‚«ãƒ­ã‚¹,Milotic,50,350,100,125,81,water,,162
['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather PokÃ©mon,70,1000000,3,0.3,70,0,Powalenãƒãƒ¯ãƒ«ãƒ³,Castform,50,351,70,70,70,normal,,0.8
"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap PokÃ©mon,70,1059860,3,1,60,0,Kakureonã‚«ã‚¯ãƒ¬ã‚ªãƒ³,Kecleon,50,352,60,120,40,normal,,22
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,Puppet PokÃ©mon,35,800000,3,0.6,44,0,Kagebouzuã‚«ã‚²ãƒœã‚¦ã‚º,Shuppet,50,353,63,33,45,ghost,,2.3
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,115,6400,35,455,45,Marionette PokÃ©mon,65,800000,3,1.1,64,0,Juppetaã‚¸ãƒ¥ãƒšãƒƒã‚¿,Banette,50,354,83,63,65,ghost,,12.5
"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem PokÃ©mon,90,800000,3,0.8,20,0,Yomawaruãƒ¨ãƒžãƒ¯ãƒ«,Duskull,50,355,30,90,25,ghost,,15
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon PokÃ©mon,130,800000,3,1.6,40,0,Samayouruã‚µãƒžãƒ¨ãƒ¼ãƒ«,Dusclops,50,356,60,130,25,ghost,,30.6
"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit PokÃ©mon,83,1250000,3,2,99,0,Tropiusãƒˆãƒ­ãƒ”ã‚¦ã‚¹,Tropius,50,357,72,87,51,grass,flying,100
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,Wind Chime PokÃ©mon,80,800000,3,0.6,75,0,Chireanãƒãƒªãƒ¼ãƒ³,Chimecho,50,358,95,90,65,psychic,,1
"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,130,6400,35,465,30,Disaster PokÃ©mon,60,1059860,3,1.2,65,0,Absolã‚¢ãƒ–ã‚½ãƒ«,Absol,50,359,75,60,75,dark,,47
"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,Bright PokÃ©mon,48,1000000,3,0.6,95,0,Sohnanoã‚½ãƒ¼ãƒŠãƒŽ,Wynaut,50,360,23,48,23,psychic,,14
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,Snow Hat PokÃ©mon,50,1000000,3,0.7,50,0,Yukiwarashiãƒ¦ã‚­ãƒ¯ãƒ©ã‚·,Snorunt,50,361,50,50,50,ice,,16.8
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,80,5120,70,480,75,Face PokÃ©mon,80,1000000,3,1.5,80,0,Onigohriã‚ªãƒ‹ã‚´ãƒ¼ãƒª,Glalie,50,362,80,80,80,ice,,256.5
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,Clap PokÃ©mon,50,1059860,3,0.8,70,0,Tamazarashiã‚¿ãƒžã‚¶ãƒ©ã‚·,Spheal,50,363,55,50,25,ice,water,39.5
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,Ball Roll PokÃ©mon,70,1059860,3,1.1,90,0,Todogglerãƒˆãƒ‰ã‚°ãƒ©ãƒ¼,Sealeo,50,364,75,70,45,ice,water,87.6
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,Ice Break PokÃ©mon,90,1059860,3,1.4,110,0,Todoserugaãƒˆãƒ‰ã‚¼ãƒ«ã‚¬,Walrein,50,365,95,90,65,ice,water,150.6
"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,Bivalve PokÃ©mon,85,600000,3,0.4,35,0,Pearluluãƒ‘ãƒ¼ãƒ«ãƒ«,Clamperl,50,366,74,55,32,water,,52.5
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea PokÃ©mon,105,600000,3,1.7,55,0,Huntailãƒãƒ³ãƒ†ãƒ¼ãƒ«,Huntail,50,367,94,75,52,water,,27
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea PokÃ©mon,105,600000,3,1.8,55,0,Sakurabyssã‚µã‚¯ãƒ©ãƒ“ã‚¹,Gorebyss,50,368,114,75,52,water,,22.6
"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity PokÃ©mon,130,1250000,3,1,100,0,Glanthã‚¸ãƒ¼ãƒ©ãƒ³ã‚¹,Relicanth,88.1,369,45,65,55,water,rock,23.4
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,Rendezvous PokÃ©mon,55,800000,3,0.6,43,0,Lovecusãƒ©ãƒ–ã‚«ã‚¹,Luvdisc,24.6,370,40,65,97,water,,8.7
"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,Rock Head PokÃ©mon,60,1250000,3,0.6,45,0,Tatsubayã‚¿ãƒ„ãƒ™ã‚¤,Bagon,50,371,40,30,50,dragon,,42.1
"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,Endurance PokÃ©mon,100,1250000,3,1.1,65,0,Komoruuã‚³ãƒ¢ãƒ«ãƒ¼,Shelgon,50,372,60,50,50,dragon,,110.5
"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,135,10240,35,600,45,Dragon PokÃ©mon,80,1250000,3,1.5,95,0,Bohmanderãƒœãƒ¼ãƒžãƒ³ãƒ€,Salamence,50,373,110,80,100,dragon,flying,102.6
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,Iron Ball PokÃ©mon,80,1250000,3,0.6,40,0,Dumbberãƒ€ãƒ³ãƒãƒ«,Beldum,,374,35,60,30,steel,psychic,95.2
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw PokÃ©mon,100,1250000,3,1.2,60,0,Metangãƒ¡ã‚¿ãƒ³ã‚°,Metang,,375,55,80,50,steel,psychic,202.5
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,135,10240,35,600,3,Iron Leg PokÃ©mon,130,1250000,3,1.6,80,0,Metagrossãƒ¡ã‚¿ã‚°ãƒ­ã‚¹,Metagross,,376,95,90,70,steel,psychic,550
"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak PokÃ©mon,200,1250000,3,1.7,80,1,Regirockãƒ¬ã‚¸ãƒ­ãƒƒã‚¯,Regirock,,377,50,100,50,rock,,230
"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg PokÃ©mon,100,1250000,3,1.8,80,1,Regiceãƒ¬ã‚¸ã‚¢ã‚¤ã‚¹,Regice,,378,100,200,50,ice,,175
"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron PokÃ©mon,150,1250000,3,1.9,80,1,Registeelãƒ¬ã‚¸ã‚¹ãƒãƒ«,Registeel,,379,75,150,50,steel,,205
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,80,30720,90,600,3,Eon PokÃ©mon,90,1250000,3,1.4,80,1,Latiasãƒ©ãƒ†ã‚£ã‚¢ã‚¹,Latias,0,380,110,130,110,dragon,psychic,40
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,90,30720,90,600,3,Eon PokÃ©mon,80,1250000,3,2,80,1,Latiosãƒ©ãƒ†ã‚£ã‚ªã‚¹,Latios,100,381,130,110,110,dragon,psychic,60
['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,30720,0,670,3,Sea Basin PokÃ©mon,90,1250000,3,4.5,100,1,Kyogreã‚«ã‚¤ã‚ªãƒ¼ã‚¬,Kyogre,,382,150,140,90,water,,352
['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,150,30720,0,670,3,Continent PokÃ©mon,140,1250000,3,3.5,100,1,Groudonã‚°ãƒ©ãƒ¼ãƒ‰ãƒ³,Groudon,,383,100,90,90,ground,,950
['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,150,30720,0,680,45,Sky High PokÃ©mon,90,1250000,3,7,105,1,Rayquazaãƒ¬ãƒƒã‚¯ã‚¦ã‚¶,Rayquaza,,384,150,90,95,dragon,flying,206.5
['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,Wish PokÃ©mon,100,1250000,3,0.3,100,1,Jirachiã‚¸ãƒ©ãƒ¼ãƒ,Jirachi,,385,100,100,100,steel,psychic,1.1
['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,150,30720,0,600,3,DNA PokÃ©mon,50,1250000,3,1.7,50,1,Deoxysãƒ‡ã‚ªã‚­ã‚·ã‚¹,Deoxys-Normal,,386,150,50,150,psychic,,60.8
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,45,Tiny Leaf PokÃ©mon,64,1059860,4,0.4,55,0,NaetleãƒŠã‚¨ãƒˆãƒ«,Turtwig,88.1,387,45,55,31,grass,,10.2
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,Grove PokÃ©mon,85,1059860,4,1.1,75,0,Hayashigameãƒãƒ¤ã‚·ã‚¬ãƒ¡,Grotle,88.1,388,55,65,36,grass,,97
